name,kind,return_type,storage,params,file,line,signature
MmsServer_stopListening,definition,void,,MmsServer self,mms/iso_mms/server/mms_server.c,710,void MmsServer_stopListening(MmsServer self)
MmsServer_stopListeningThreadless,declaration,LIB61850_INTERNAL void,,MmsServer self,mms/inc_private/mms_server_libinternal.h,114,LIB61850_INTERNAL void MmsServer_stopListeningThreadless(MmsServer self)
MmsServer_stopListeningThreadless,definition,void,,MmsServer self,mms/iso_mms/server/mms_server.c,870,void MmsServer_stopListeningThreadless(MmsServer self)
MmsServer_unlockModel,declaration,LIB61850_INTERNAL void,,MmsServer self,mms/inc_private/mms_server_libinternal.h,74,LIB61850_INTERNAL void MmsServer_unlockModel(MmsServer self)
MmsServer_unlockModel,declaration,(unknown),,connection->server,mms/iso_mms/server/mms_read_service.c,917,MmsServer_unlockModel(connection->server)
MmsServer_unlockModel,declaration,(unknown),,connection->server,mms/iso_mms/server/mms_read_service.c,926,MmsServer_unlockModel(connection->server)
MmsServer_unlockModel,declaration,exit_function:,,connection->server,mms/iso_mms/server/mms_write_service.c,856,exit_function: MmsServer_unlockModel(connection->server)
MmsServer_unlockModel,definition,void,,MmsServer self,mms/iso_mms/server/mms_server.c,262,void MmsServer_unlockModel(MmsServer self)
MmsServer_waitReady,declaration,LIB61850_INTERNAL int,,"MmsServer self, unsigned int timeoutMs",mms/inc_private/mms_server_libinternal.h,98,"LIB61850_INTERNAL int MmsServer_waitReady(MmsServer self, unsigned int timeoutMs)"
MmsServer_waitReady,definition,int,,"MmsServer self, unsigned int timeoutMs",mms/iso_mms/server/mms_server.c,757,"int MmsServer_waitReady(MmsServer self, unsigned int timeoutMs)"
MmsValueCache_create,declaration,LIB61850_INTERNAL MmsValueCache,,MmsDomain* domain,mms/inc_private/mms_value_cache.h,9,LIB61850_INTERNAL MmsValueCache MmsValueCache_create(MmsDomain* domain)
MmsValueCache_create,declaration,MmsValueCache valueCache =,,device->domains[i],mms/iso_mms/server/mms_server.c,17,MmsValueCache valueCache = MmsValueCache_create(device->domains[i])
MmsValueCache_create,definition,MmsValueCache,,MmsDomain* domain,mms/iso_mms/server/mms_value_cache.c,16,MmsValueCache MmsValueCache_create(MmsDomain* domain)
MmsValueCache_destroy,declaration,LIB61850_INTERNAL void,,MmsValueCache self,mms/inc_private/mms_value_cache.h,21,LIB61850_INTERNAL void MmsValueCache_destroy(MmsValueCache self)
MmsValueCache_destroy,declaration,(unknown),,cache,mms/iso_mms/server/mms_server.c,434,MmsValueCache_destroy(cache)
MmsValueCache_destroy,definition,void,,MmsValueCache self,mms/iso_mms/server/mms_value_cache.c,251,void MmsValueCache_destroy(MmsValueCache self)
MmsValueCache_insertValue,declaration,LIB61850_INTERNAL void,,"MmsValueCache self, char* itemId, MmsValue* value",mms/inc_private/mms_value_cache.h,12,"LIB61850_INTERNAL void MmsValueCache_insertValue(MmsValueCache self, char* itemId, MmsValue* value)"
MmsValueCache_insertValue,definition,void,,"MmsValueCache self, char* itemId, MmsValue* value",mms/iso_mms/server/mms_value_cache.c,31,"void MmsValueCache_insertValue(MmsValueCache self, char* itemId, MmsValue* value)"
MmsValueCache_lookupValue,declaration,LIB61850_INTERNAL MmsValue*,,"MmsValueCache self, const char* itemId, MmsVariableSpecification** outSpec",mms/inc_private/mms_value_cache.h,15,"LIB61850_INTERNAL MmsValue* MmsValueCache_lookupValue(MmsValueCache self, const char* itemId, MmsVariableSpecification** outSpec)"
MmsValueCache_lookupValue,definition,MmsValue*,,"MmsValueCache self, const char* itemId, MmsVariableSpecification** outSpec",mms/iso_mms/server/mms_value_cache.c,106,"MmsValue* MmsValueCache_lookupValue(MmsValueCache self, const char* itemId, MmsVariableSpecification** outSpec)"
MmsValueCache_lookupValueEx,declaration,LIB61850_INTERNAL MmsValue*,,"MmsValueCache self, const char* itemId, int idx, const char* componentId, MmsVariableSpecification** outSpec",mms/inc_private/mms_value_cache.h,18,"LIB61850_INTERNAL MmsValue* MmsValueCache_lookupValueEx(MmsValueCache self, const char* itemId, int idx, const char* componentId, MmsVariableSpecification** outSpec)"
MmsValueCache_lookupValueEx,definition,MmsValue*,,"MmsValueCache self, const char* itemId, int idx, const char* componentId, MmsVariableSpecification** outSpec",mms/iso_mms/server/mms_value_cache.c,206,"MmsValue* MmsValueCache_lookupValueEx(MmsValueCache self, const char* itemId, int idx, const char* componentId, MmsVariableSpecification** outSpec)"
MmsValue_clone,declaration,LIB61850_API MmsValue*,,const MmsValue* self,mms/inc/mms_value.h,329,LIB61850_API MmsValue* MmsValue_clone(const MmsValue* self)
MmsValue_clone,declaration,newValue->value.structure.components[i] =,,self->value.structure.components[i],mms/iso_mms/common/mms_value.c,1165,newValue->value.structure.components[i] = MmsValue_clone(self->value.structure.components[i])
MmsValue_clone,declaration,elementValue =,,elementValue,mms/iso_mms/server/mms_read_service.c,225,elementValue = MmsValue_clone(elementValue)
MmsValue_clone,definition,MmsValue*,,const MmsValue* self,mms/iso_mms/common/mms_value.c,1134,MmsValue* MmsValue_clone(const MmsValue* self)
MmsValue_cloneToBuffer,declaration,LIB61850_API uint8_t*,,"const MmsValue* self, uint8_t* destinationAddress",mms/inc/mms_value.h,333,"LIB61850_API uint8_t* MmsValue_cloneToBuffer(const MmsValue* self, uint8_t* destinationAddress)"
MmsValue_cloneToBuffer,declaration,destinationAddress =,,"self->value.structure.components[i], destinationAddress",mms/iso_mms/common/mms_value.c,1090,"destinationAddress = MmsValue_cloneToBuffer(self->value.structure.components[i], destinationAddress)"
MmsValue_cloneToBuffer,definition,uint8_t*,,"const MmsValue* self, uint8_t* destinationAddress",mms/iso_mms/common/mms_value.c,1070,"uint8_t* MmsValue_cloneToBuffer(const MmsValue* self, uint8_t* destinationAddress)"
MmsValue_createArray,declaration,LIB61850_API MmsValue*,,"const MmsVariableSpecification* elementType, int size",mms/inc/mms_value.h,41,"LIB61850_API MmsValue* MmsValue_createArray(const MmsVariableSpecification* elementType, int size)"
MmsValue_createArray,declaration,case MMS_ARRAY: self =,,"typeSpec->typeSpec.array.elementTypeSpec, typeSpec->typeSpec.array.elementCount",mms/iso_mms/common/mms_value.c,1623,"case MMS_ARRAY: self = MmsValue_createArray(typeSpec->typeSpec.array.elementTypeSpec, typeSpec->typeSpec.array.elementCount)"
MmsValue_createArray,definition,MmsValue*,,"const MmsVariableSpecification* elementType, int size",mms/iso_mms/common/mms_value.c,1977,"MmsValue* MmsValue_createArray(const MmsVariableSpecification* elementType, int size)"
MmsValue_createEmptyArray,declaration,LIB61850_API MmsValue*,,int size,mms/inc/mms_value.h,55,LIB61850_API MmsValue* MmsValue_createEmptyArray(int size)
MmsValue_createEmptyArray,declaration,MmsValue* self =,,size,mms/iso_mms/common/mms_value.c,2044,MmsValue* self = MmsValue_createEmptyArray(size)
MmsValue_createEmptyArray,declaration,value =,,numberOfElements,mms/iso_mms/server/mms_read_service.c,212,value = MmsValue_createEmptyArray(numberOfElements)
MmsValue_createEmptyArray,definition,MmsValue*,,int size,mms/iso_mms/common/mms_value.c,2013,MmsValue* MmsValue_createEmptyArray(int size)
MmsValue_createEmptyStructure,declaration,LIB61850_API MmsValue*,,int size,mms/inc/mms_value.h,300,LIB61850_API MmsValue* MmsValue_createEmptyStructure(int size)
MmsValue_createEmptyStructure,declaration,else value =,,elementCount,mms/iso_mms/server/mms_access_result.c,173,else value = MmsValue_createEmptyStructure(elementCount)
MmsValue_createEmptyStructure,declaration,value =,,componentCount,mms/iso_mms/server/mms_read_service.c,37,value = MmsValue_createEmptyStructure(componentCount)
MmsValue_createEmptyStructure,definition,MmsValue*,,int size,mms/iso_mms/common/mms_value.c,2040,MmsValue* MmsValue_createEmptyStructure(int size)
MmsValue_decodeMmsData,declaration,LIB61850_API MmsValue*,,"uint8_t* buffer, int bufPos, int bufferLength, int* endBufPos",mms/inc/mms_value.h,416,"LIB61850_API MmsValue* MmsValue_decodeMmsData(uint8_t* buffer, int bufPos, int bufferLength, int* endBufPos)"
MmsValue_decodeMmsData,declaration,journalVariable->value =,,"buffer, bufPos, bufPos + length, NULL",mms/iso_mms/client/mms_client_journals.c,55,"journalVariable->value = MmsValue_decodeMmsData(buffer, bufPos, bufPos + length, NULL)"
MmsValue_decodeMmsData,declaration,MmsValue* newValue =,,"buffer, dataBufPos, length, &dataBufPos",mms/iso_mms/server/mms_write_service.c,290,"MmsValue* newValue = MmsValue_decodeMmsData(buffer, dataBufPos, length, &dataBufPos)"
MmsValue_decodeMmsData,definition,MmsValue*,,"uint8_t* buffer, int bufPos, int bufferLength, int* endBufPos",mms/iso_mms/server/mms_access_result.c,326,"MmsValue* MmsValue_decodeMmsData(uint8_t* buffer, int bufPos, int bufferLength, int* endBufPos)"
MmsValue_decodeMmsDataMaxRecursion,declaration,LIB61850_API MmsValue*,,"uint8_t* buffer, int bufPos, int bufferLength, int* endBufPos, int maxDepth",mms/inc/mms_value.h,420,"LIB61850_API MmsValue* MmsValue_decodeMmsDataMaxRecursion(uint8_t* buffer, int bufPos, int bufferLength, int* endBufPos, int maxDepth)"
MmsValue_decodeMmsDataMaxRecursion,declaration,return,,"buffer, bufPos, bufferLength, endBufPos, 25",mms/iso_mms/server/mms_access_result.c,330,"return MmsValue_decodeMmsDataMaxRecursion(buffer, bufPos, bufferLength, endBufPos, 25)"
MmsValue_decodeMmsDataMaxRecursion,definition,MmsValue*,,"uint8_t* buffer, int bufPos, int bufferLength, int* endBufPos, int maxDepth",mms/iso_mms/server/mms_access_result.c,320,"MmsValue* MmsValue_decodeMmsDataMaxRecursion(uint8_t* buffer, int bufPos, int bufferLength, int* endBufPos, int maxDepth)"
MmsValue_decodeMmsDataRecursive,declaration,MmsValue* elementValue =,,"buffer, bufPos, bufPos + elementBufLength, NULL, depth, maxDepth",mms/iso_mms/server/mms_access_result.c,188,"MmsValue* elementValue = MmsValue_decodeMmsDataRecursive(buffer, bufPos, bufPos + elementBufLength, NULL, depth, maxDepth)"
MmsValue_decodeMmsDataRecursive,declaration,return,,"buffer, bufPos, bufferLength, endBufPos, 0, maxDepth",mms/iso_mms/server/mms_access_result.c,324,"return MmsValue_decodeMmsDataRecursive(buffer, bufPos, bufferLength, endBufPos, 0, maxDepth)"
MmsValue_decodeMmsDataRecursive,definition,MmsValue*,static,"uint8_t* buffer, int bufPos, int bufferLength, int* endBufPos, int depth, int maxDepth",mms/iso_mms/server/mms_access_result.c,129,"static MmsValue* MmsValue_decodeMmsDataRecursive(uint8_t* buffer, int bufPos, int bufferLength, int* endBufPos, int depth, int maxDepth)"
MmsValue_delete,declaration,LIB61850_API void,,MmsValue* self,mms/inc/mms_value.h,341,LIB61850_API void MmsValue_delete(MmsValue* self)
MmsValue_delete,declaration,(unknown),,self->value,mms/iso_mms/client/mms_client_connection.c,3546,MmsValue_delete(self->value)
MmsValue_delete,declaration,(unknown),,self->entryID,mms/iso_mms/client/mms_client_connection.c,3556,MmsValue_delete(self->entryID)
MmsValue_delete,declaration,(unknown),,self->occurenceTime,mms/iso_mms/client/mms_client_connection.c,3557,MmsValue_delete(self->occurenceTime)
MmsValue_delete,declaration,(unknown),,value,mms/iso_mms/client/mms_client_read.c,76,MmsValue_delete(value)
MmsValue_delete,declaration,(unknown),,value,mms/iso_mms/client/mms_client_read.c,117,MmsValue_delete(value)
MmsValue_delete,declaration,(unknown),,value,mms/iso_mms/common/mms_common_msg.c,189,MmsValue_delete(value)
MmsValue_delete,declaration,(unknown),,value,mms/iso_mms/common/mms_common_msg.c,225,MmsValue_delete(value)
MmsValue_delete,declaration,(unknown),,newValue,mms/iso_mms/common/mms_value.c,1169,MmsValue_delete(newValue)
MmsValue_delete,declaration,(unknown),,self,mms/iso_mms/common/mms_value.c,1526,MmsValue_delete(self)
MmsValue_delete,declaration,(unknown),,self,mms/iso_mms/common/mms_value.c,2004,MmsValue_delete(self)
MmsValue_delete,declaration,(unknown),,value,mms/iso_mms/server/mms_read_service.c,57,MmsValue_delete(value)
MmsValue_delete,declaration,(unknown),,entry->value,mms/iso_mms/server/mms_value_cache.c,247,MmsValue_delete(entry->value)
MmsValue_delete,declaration,(unknown),,newValue,mms/iso_mms/server/mms_write_service.c,364,MmsValue_delete(newValue)
MmsValue_delete,declaration,(unknown),,newValue,mms/iso_mms/server/mms_write_service.c,376,MmsValue_delete(newValue)
MmsValue_delete,declaration,(unknown),,value,mms/iso_mms/server/mms_write_service.c,843,MmsValue_delete(value)
MmsValue_delete,definition,void,,MmsValue* self,mms/iso_mms/common/mms_value.c,1285,void MmsValue_delete(MmsValue* self)
MmsValue_deleteAllBitStringBits,declaration,LIB61850_API void,,MmsValue* self,mms/inc/mms_value.h,158,LIB61850_API void MmsValue_deleteAllBitStringBits(MmsValue* self)
MmsValue_deleteAllBitStringBits,definition,void,,MmsValue* self,mms/iso_mms/common/mms_value.c,367,void MmsValue_deleteAllBitStringBits(MmsValue* self)
MmsValue_deleteConditional,declaration,LIB61850_API void,,MmsValue* value,mms/inc/mms_value.h,345,LIB61850_API void MmsValue_deleteConditional(MmsValue* value)
MmsValue_deleteConditional,declaration,(unknown),,typedValue,mms/iso_mms/server/mms_read_service.c,109,MmsValue_deleteConditional(typedValue)
MmsValue_deleteConditional,definition,void,,MmsValue* self,mms/iso_mms/common/mms_value.c,1329,void MmsValue_deleteConditional(MmsValue* self)
MmsValue_encodeMmsData,declaration,LIB61850_API int,,"MmsValue* self, uint8_t* buffer, int bufPos, bool encode",mms/inc/mms_value.h,424,"LIB61850_API int MmsValue_encodeMmsData(MmsValue* self, uint8_t* buffer, int bufPos, bool encode)"
MmsValue_encodeMmsData,declaration,elementsSize +=,,"element, NULL, 0, false",mms/iso_mms/server/mms_access_result.c,20,"elementsSize += MmsValue_encodeMmsData(element, NULL, 0, false)"
MmsValue_encodeMmsData,declaration,bufPos =,,"element, buffer, bufPos, true",mms/iso_mms/server/mms_access_result.c,30,"bufPos = MmsValue_encodeMmsData(element, buffer, bufPos, true)"
MmsValue_encodeMmsData,declaration,i++) componentsSize +=,,"components[i], NULL, 0, false",mms/iso_mms/server/mms_access_result.c,55,"i++) componentsSize += MmsValue_encodeMmsData(components[i], NULL, 0, false)"
MmsValue_encodeMmsData,declaration,i++) bufPos =,,"components[i], buffer, bufPos, true",mms/iso_mms/server/mms_access_result.c,62,"i++) bufPos = MmsValue_encodeMmsData(components[i], buffer, bufPos, true)"
MmsValue_encodeMmsData,declaration,uint32_t accessResultSize =,,"value, NULL, 0, false",mms/iso_mms/server/mms_information_report.c,17,"uint32_t accessResultSize = MmsValue_encodeMmsData(value, NULL, 0, false)"
MmsValue_encodeMmsData,declaration,bufPos =,,"value, buffer, bufPos, true",mms/iso_mms/server/mms_information_report.c,63,"bufPos = MmsValue_encodeMmsData(value, buffer, bufPos, true)"
MmsValue_encodeMmsData,declaration,accessResultSize +=,,"value, NULL, 0, false",mms/iso_mms/server/mms_information_report.c,121,"accessResultSize += MmsValue_encodeMmsData(value, NULL, 0, false)"
MmsValue_encodeMmsData,declaration,bufPos =,,"value, buffer, bufPos, true",mms/iso_mms/server/mms_information_report.c,205,"bufPos = MmsValue_encodeMmsData(value, buffer, bufPos, true)"
MmsValue_encodeMmsData,declaration,accessResultSize +=,,"data, NULL, 0, false",mms/iso_mms/server/mms_information_report.c,250,"accessResultSize += MmsValue_encodeMmsData(data, NULL, 0, false)"
MmsValue_encodeMmsData,declaration,bufPos =,,"data, buffer, bufPos, true",mms/iso_mms/server/mms_information_report.c,298,"bufPos = MmsValue_encodeMmsData(data, buffer, bufPos, true)"
MmsValue_encodeMmsData,declaration,uint32_t reasonCodeValueLen =,,"&reasonCodeValue, NULL, 0, false",mms/iso_mms/server/mms_journal_service.c,84,"uint32_t reasonCodeValueLen = MmsValue_encodeMmsData(&reasonCodeValue, NULL, 0, false)"
MmsValue_encodeMmsData,declaration,bufPos =,,"&reasonCodeValue, buffer, bufPos, true",mms/iso_mms/server/mms_journal_service.c,116,"bufPos = MmsValue_encodeMmsData(&reasonCodeValue, buffer, bufPos, true)"
MmsValue_encodeMmsData,declaration,accessResultSize +=,,"data, NULL, 0, false",mms/iso_mms/server/mms_read_service.c,433,"accessResultSize += MmsValue_encodeMmsData(data, NULL, 0, false)"
MmsValue_encodeMmsData,declaration,bufPos =,,"data, buffer, bufPos, true",mms/iso_mms/server/mms_read_service.c,496,"bufPos = MmsValue_encodeMmsData(data, buffer, bufPos, true)"
